title,division,conference,state,location,link,roster_link
University of South Carolina Aiken,D2,Peach Belt Conference,SC,"Aiken, SC",https://pacersports.com/sports/baseball,https://pacersports.com/sports/baseball/roster
University of Southern Indiana,D2,Great Lakes Valley Conference,IN,"Evansville, IN",https://gousieagles.com/sports/baseball,https://gousieagles.com/sports/baseball/roster
University of Tampa,D2,Sunshine State Conference,FL,"Tampa, FL",https://www.tampaspartans.com/sports/bsb/index,https://www.tampaspartans.com/sports/bsb/2020-21/roster
University of Texas at Tyler,D2,Lone Star Conference,TX,"Tyler, TX",https://uttylerpatriots.com/index.aspx?path=baseball,https://uttylerpatriots.com/sports/baseball/roster
"University of Texas, Permian Basin",D2,Lone Star Conference,TX,"Odessa, TX",https://utpbfalcons.com/sports/baseball,https://utpbfalcons.com/sports/baseball/roster
University of Virginia's College at Wise,D2,South Atlantic Conference,VA,Wise,https://uvawisecavs.com/sports/baseball,https://uvawisecavs.com/sports/baseball/roster
University of West Alabama,D2,Gulf South Conference,AL,Livingston,https://uwaathletics.com/index.aspx?path=baseball,https://uwaathletics.com/sports/baseball/roster
University of West Florida,D2,Gulf South Conference,FL,Pensacola,https://goargos.com/index.aspx?path=baseball,https://goargos.com/roster.aspx?path=baseball
University of West Georgia,D2,Gulf South Conference,GA,Carrollton,https://uwgsports.com/sports/baseball,https://uwgsports.com/sports/baseball/roster
"University of Wisconsin, Parkside",D2,Great Lakes Intercollegiate Athletic Conference,WI,"Kenosha, WI",https://parksiderangers.com/sports/baseball,https://parksiderangers.com/sports/baseball/roster
University of the Sciences,D2,Central Atlantic Collegiate Conference,PA,"Philadelphia, PA",https://www.devilsathletics.com/sports/bsb/index,https://www.devilsathletics.com/sports/bsb/2020-21/roster
Upper Iowa University,D2,Northern Sun Intercollegiate Conference,IA,Fayette,https://uiupeacocks.com/sports/baseball,https://uiupeacocks.com/sports/baseball/roster
Valdosta State University,D2,Gulf South Conference,GA,Valdosta,https://vstateblazers.com/sports/baseball,https://vstateblazers.com/sports/baseball/roster
Virginia State University,D2,Independent,VA,Petersburg,https://govsutrojans.com/sports/baseball,https://govsutrojans.com/sports/baseball/roster
Walsh University,D2,Great Midwest Athletic Conference,OH,North Canton,https://www.athletics.walsh.edu/sports/bsb/index,https://www.athletics.walsh.edu/sports/bsb/2020-21/roster
Washburn University of Topeka,D2,Mid-America Intercollegiate Athletics Association,KS,Topeka,https://wusports.com/index.aspx?path=baseball,https://wusports.com/sports/baseball/roster
Wayne State College,D2,Northern Sun Intercollegiate Conference,NE,Wayne,https://wscwildcats.com/index.aspx?path=baseball,https://wscwildcats.com/sports/baseball/roster
Wayne State University,D2,Great Lakes Intercollegiate Athletic Conference,MI,Detroit,https://wsuathletics.com/sports/baseball,https://wsuathletics.com/sports/baseball/roster
West Chester University,D2,Pennsylvania State Athletic Conference,PA,West Chester,https://wcupagoldenrams.com/sports/baseball,https://wcupagoldenrams.com/sports/baseball/roster
West Liberty University,D2,Mountain East Conference,WV,West Liberty,https://hilltoppersports.com/sports/baseball,https://hilltoppersports.com/sports/baseball/roster
West Texas A&M University,D2,Lone Star Conference,TX,"Canyon, TX",https://gobuffsgo.com/sports/baseball,https://gobuffsgo.com/sports/baseball/roster
West Virginia State University,D2,Mountain East Conference,WV,"Institute, WV",https://wvsuyellowjackets.com/sports/baseball,https://wvsuyellowjackets.com/sports/baseball/roster
West Virginia Wesleyan College,D2,Mountain East Conference,WV,"Buckhannon, WV",https://wesleyanbobcats.com/sports/baseball,https://wesleyanbobcats.com/sports/baseball/roster
Western Oregon University,D2,Great Northwest Athletic Conference,OR,"Monmouth, OR",https://wouwolves.com/sports/baseball,https://wouwolves.com/sports/baseball/roster
Wheeling Jesuit University,D2,Mountain East Conference,WV,"Wheeling, WV",https://wucardinals.com/sports/baseball,https://wucardinals.com/sports/baseball/roster
William Jewell College,D2,Great Lakes Valley Conference,MO,"Liberty, MO",https://jewellcardinals.com/sports/baseball,https://jewellcardinals.com/sports/baseball/roster
Wilmington University,D2,Central Atlantic Collegiate Conference,DE,"New Castle, DE",https://wildcats.athletics.wilmu.edu/sports/bsb/index,https://wildcats.athletics.wilmu.edu/sports/bsb/2020-21/roster
Wingate University,D2,South Atlantic Conference,NC,"Wingate, NC",https://wingatebulldogs.com/sports/baseball,https://wingatebulldogs.com/sports/baseball/roster
Winona State University,D2,Northern Sun Intercollegiate Conference,MN,"Winona, MN",https://winonastatewarriors.com/sports/baseball,https://winonastatewarriors.com/sports/baseball/roster
Young Harris College,D2,Peach Belt Conference,GA,"Young Harris, GA",https://yhcathletics.com/sports/baseball,https://yhcathletics.com/sports/baseball/roster
Adrian College,D3,Michigan Intercollegiate Athletic Association,MI,"Adrian, MI",https://adrianbulldogs.com/sports/m-basebl/index,https://adrianbulldogs.com/sports/m-basebl/2020-21/roster
Albertus Magnus College,D3,Great Northeast Athletic Conference,CT,"New Haven, CT",https://www.albertusfalcons.com/sports/bsb/index,https://www.albertusfalcons.com/sports/bsb/2020-21/roster
Albion College,D3,Michigan Intercollegiate Athletic Association,MI,"Albion, MI",https://www.gobrits.com/sports/bsb/index,https://www.gobrits.com/sports/bsb/2020-21/roster
Albright College,D3,Middle Atlantic Conference,PA,"Reading, PA",https://albrightathletics.com/index.aspx?path=baseball,https://albrightathletics.com/sports/baseball/roster
Alfred State College,D3,Allegheny Mountain Collegiate Conference,NY,"Alfred, NY",https://alfredstate.prestosports.com/sports/bsb/index,https://alfredstate.prestosports.com/sports/bsb/2020-21/roster
Allegheny College,D3,North Coast Athletic Conference,PA,"Meadville, PA",https://alleghenygators.com/index.aspx?path=baseball,https://alleghenygators.com/sports/baseball/roster
Alma College,D3,Michigan Intercollegiate Athletic Association,MI,"Alma, MI",http://almascots.com/sports/bsb/index,http://almascots.com/sports/bsb/2020-21/roster
Alvernia University,D3,Middle Atlantic Conference,PA,"Reading, PA",https://auwolves.com/index.aspx?path=baseball,https://auwolves.com/sports/baseball/roster
Amherst College,D3,New England Small College Athletic Conference,MA,"Amherst, MA",http://athletics.amherst.edu/sports/bsb/index,https://athletics.amherst.edu/sports/baseball/roster
Anderson University,D3,Heartland Collegiate Athletic Conference,IN,"Anderson, IN",https://athletics.anderson.edu/index.aspx?path=baseball,https://athletics.anderson.edu/sports/bsb/2020-21/roster
Anna Maria College,D3,Great Northeast Athletic Conference,MA,"Paxton, MA",https://www.goamcats.com/sports/bsb/index,https://www.goamcats.com/sports/bsb/2020-21/roster
Arcadia University,D3,Middle Atlantic Conference,PA,"Glenside, PA",https://arcadiaknights.com/index.aspx?path=baseball,https://arcadiaknights.com/sports/baseball/roster
Augsburg College,D3,Minnesota Intercollegiate Athletic Conference,MN,"Minneapolis, MN",https://athletics.augsburg.edu/index.aspx?path=baseball,https://athletics.augsburg.edu/sports/baseball/roster
Augustana College (Illinois),D3,College Conference of Illinois & Wisconsin,IL,"Rock Island, IL",https://athletics.augustana.edu/index.aspx?path=baseball,https://athletics.augustana.edu/sports/baseball/roster
Aurora University,D3,Northern Athletics Collegiate Conference,IL,"Aurora, IL",https://athletics.aurora.edu/index.aspx?path=baseball,https://athletics.aurora.edu/sports/baseball/roster
Austin College,D3,Southern Collegiate Athletic Conference,TX,"Sherman, TX",https://austin.prestosports.com/sports/bsb/index,https://austin.prestosports.com/sports/bsb/2020-21/roster
Averett University,D3,USA South Athletic Conference,VA,"Danville, VA",https://averettcougars.com/schedule.aspx?path=baseball,https://averettcougars.com/sports/baseball/roster
Babson College,D3,New England Women's and Men's Athletic Conference,MA,"Wellesley, MA",http://www.babsonathletics.com/sports/m-basebl/index,https://www.babsonathletics.com/sports/m-basebl/2020-21/roster
Baldwin Wallace University,D3,Ohio Athletic Conference,OH,"Berea, OH",https://www.bwyellowjackets.com/sports/bsb/index,https://www.bwyellowjackets.com/sports/bsb/2020-21/roster
Bard College,D3,Liberty League,NY,"Annandale-On-Hudson, NY",https://bardathletics.com/sports/baseball,https://bardathletics.com/sports/baseball/roster
Baruch College,D3,City University of New York Athletic Conference,NY,"New York, NY",https://athletics.baruch.cuny.edu/index.aspx?path=baseballhttps://athletics.baruch.cuny.edu/index.aspx?path=baseball,https://athletics.baruch.cuny.edu/sports/baseball/roster
Bates College,D3,New England Small College Athletic Conference,ME,"Lewiston, ME",https://www.gobatesbobcats.com/sports/bsb/index,https://gobatesbobcats.com/sports/baseball/roster
Becker College,D3,New England Collegiate Conference,MA,"Worcester, MA",https://becker.prestosports.com/sports/bsb/index,https://becker.prestosports.com/sports/bsb/2020-21/roster
Belhaven University,D3,American Southwest Conference,MS,"Jackson, MS",https://blazers.belhaven.edu/index.aspx?path=baseball,https://blazers.belhaven.edu/roster.aspx?path=baseball
Beloit College,D3,Midwest Conference,WI,"Beloit, WI",https://beloitcollegeathletics.com/index.aspx?path=baseball,https://beloitcollegeathletics.com/sports/baseball/roster
Benedictine University,D3,Northern Athletics Collegiate Conference,IL,"Lisle, IL",https://benueagles.com/index.aspx?path=baseball,https://benueagles.com/sports/baseball/roster
Berea College,D3,USA South Athletic Conference,KY,"Berea, KY",https://bereaathletics.prestosports.com/sports/bsb/index,https://bereaathletics.prestosports.com/sports/bsb/2020-21/roster
Berry College,D3,Southern Athletic Association,GA,"Mt. Berry, GA",https://www.berryvikings.com/sports/bsb/index,https://www.berryvikings.com/sports/baseball/roster
Bethany College (West Virginia),D3,Presidents' Athletic Conference,WV,"Bethany, WV",http://www.bethanyswedes.com/sport/0/3,http://www.bethanyswedes.com/roster/0/3
Bethany Lutheran College,D3,Upper Midwest Athletic Conference,MN,"Mankato, MN",https://blcvikings.com/index.aspx?path=baseball,https://blcvikings.com/sports/baseball/roster
Bethel University (Minnesota),D3,Minnesota Intercollegiate Athletic Conference,MN,"St. Paul, MN",https://athletics.bethel.edu/index.aspx?path=baseball,https://athletics.bethel.edu/sports/baseball/roster
Birmingham-Southern College,D3,Southern Athletic Association,AL,"Birmingham, AL",http://www.bscsports.net/sports/bsb/index,https://bscsports.net/sports/baseball/roster
Blackburn College,D3,St. Louis Intercollegiate Athletic Conference,IL,"Carlinville, IL",https://www.blackburnbeavers.com/sports/bsb/index,https://www.blackburnbeavers.com/sports/bsb/2020-21/roster
Bluffton University,D3,Heartland Collegiate Athletic Conference,OH,"Bluffton, OH",http://blufftonbeavers.com/sports/bsb/index,http://blufftonbeavers.com/sports/bsb/2020-21/roster
Bowdoin College,D3,New England Small College Athletic Conference,ME,"Brunswick, ME",https://athletics.bowdoin.edu/sports/bsb/index,https://athletics.bowdoin.edu/sports/baseball/roster
Brandeis University,D3,University Athletic Association,MA,"Waltham, MA",https://www.brandeisjudges.com/sports/bsb/index,https://www.brandeisjudges.com/sports/bsb/2020-21/roster
Brevard College,D3,USA South Athletic Conference,NC,"Brevard, NC",https://bctornados.com/sports/bsb/index,https://bctornados.com/sports/bsb/2020-21/roster
Bridgewater College (Virginia),D3,Old Dominion Athletic Conference,VA,"Bridgewater, VA",https://www.bridgewatereagles.com/sports/bsb/index,https://www.bridgewatereagles.com/sports/bsb/2020-21/roster
Bridgewater State University,D3,Massachusetts State Collegiate Athletic Conference,MA,"Bridgewater, MA",http://www.bsubears.com/sports/bsb/index,http://www.bsubears.com/sports/bsb/2020-21/roster
Buena Vista University,D3,American Rivers Conference,IA,"Storm Lake, IA",https://bvuathletics.com/index.aspx?path=baseball,https://bvuathletics.com/sports/baseball/roster
Cabrini University,D3,Atlantic East Conference,PA,"Radnor, PA",https://cabriniathletics.com/index.aspx?path=baseball,https://cabriniathletics.com/sports/baseball/roster
Cairn University,D3,Colonial States Athletic Conference,PA,"Langhorne, PA",https://www.cairnhighlanders.com/index.aspx?path=baseball,https://www.cairnhighlanders.com/roster.aspx?path=baseball
California Institute of Technology,D3,Southern California Intercollegiate Athletic Conference,CA,"Pasadena, CA",https://www.gocaltech.com/sports/bsb/index,https://www.gocaltech.com/sports/bsb/2020-21/roster
California Lutheran University,D3,Southern California Intercollegiate Athletic Conference,CA,"Thousand Oaks, CA",http://www.clusports.com/sports/bsb/index,http://www.clusports.com/sports/bsb/2020-21/roster
Calvin College,D3,Michigan Intercollegiate Athletic Association,MI,"Grand Rapids, MI",https://calvinknights.com/sports/bsb/index,https://calvinknights.com/sports/bsb/2020-21/roster
Capital University,D3,Ohio Athletic Conference,OH,"Bexley, OH",http://athletics.capital.edu/sports/bsb/index,https://athletics.capital.edu/sports/baseball/roster
Carleton College,D3,Minnesota Intercollegiate Athletic Conference,MN,"Northfield, MN",https://athletics.carleton.edu/index.aspx?path=baseball,https://athletics.carleton.edu/sports/baseball/roster
Carroll University,D3,College Conference of Illinois & Wisconsin,WI,"Waukesha, WI",https://gopios.com/index.aspx?path=baseball,https://gopios.com/sports/baseball/roster
Carthage College,D3,College Conference of Illinois & Wisconsin,WI,"Kenosha, WI",https://athletics.carthage.edu/index.aspx?path=baseball,https://athletics.carthage.edu/sports/baseball/roster
Case Western Reserve University,D3,University Athletic Association,OH,"Cleveland, OH",https://athletics.case.edu/sports/bsb/index,https://athletics.case.edu/sports/bsb/2020-21/roster
Castleton University,D3,Little East Conference,VT,"Castleton, VT",http://www.castletonsports.com/sports/bsb/index,https://castletonsports.com/sports/baseball/roster
Catholic University,D3,Landmark Conference,DC,"Washington, DC",http://www.catholicathletics.com/sports/bsb/index,http://www.catholicathletics.com/sports/bsb/2020-21/roster
Cazenovia College,D3,North Eastern Athletic Conference,NY,"Cazenovia, NY",https://cazenoviawildcats.com/index.aspx?path=baseball,https://cazenoviawildcats.com/sports/baseball/roster
